"reportingdistrictcode","reportingdistrictname","category","studentgroup","studentcount_current","attrate_ytd","studentcount_202021","attrate_202021","studentcount_201920","attrate_201920","reportingperiod","date_update"
"1260011","Shelton School District","Students With Disabilities","Students With Disabilities","639","0.9182","612","0.9256","663","0.9435","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","Free/Reduced Lunch","Free Meal Eligible","1023","0.9204","1046","0.9143","1175","0.9425","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","Free/Reduced Lunch","Reduced Price Meal Eligible","266","0.9361","313","0.9297","240","0.9478","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","1289","0.9237","1359","0.9179","1415","0.9434","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","English Learners","English Learners","292","0.9433","261","0.9347","260","0.9578","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","Race/Ethnicity","All other races","425","0.9498","403","0.9594","411","0.9631","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","Race/Ethnicity","Black or African American","330","0.948","307","0.9389","323","0.9565","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","Race/Ethnicity","Hispanic/Latino of any race","970","0.9276","822","0.926","790","0.9489","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","Race/Ethnicity","White","2675","0.9402","2805","0.95","3077","0.9531","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","High Needs","Students Without High Needs","2563","0.9487","2487","0.9609","2741","0.9586","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District","High Needs","Students With High Needs","1768","0.9253","1790","0.9247","1860","0.9459","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1270011","Sherman School District",,"All Students","247","0.9395","250","0.9592","251","0.9544","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1270011","Sherman School District","Students With Disabilities","Students With Disabilities","35","0.9286","39","0.9411","44","0.9498","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1270011","Sherman School District","Race/Ethnicity","Hispanic/Latino of any race","21","0.9484",,,,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1270011","Sherman School District","Race/Ethnicity","White","207","0.939","213","0.9574","219","0.9529","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1270011","Sherman School District","High Needs","Students Without High Needs","200","0.9417","196","0.963","197","0.9551","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1270011","Sherman School District","High Needs","Students With High Needs","42","0.9278","47","0.9426","54","0.9518","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District",,"All Students","4075","0.9429","4004","0.9738","4035","0.9571","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","Students With Disabilities","Students With Disabilities","621","0.9185","567","0.9556","591","0.9477","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","Free/Reduced Lunch","Free Meal Eligible","456","0.9148","483","0.9464","423","0.9446","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","Free/Reduced Lunch","Reduced Price Meal Eligible","81","0.9375","142","0.9675","160","0.9569","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","537","0.9182","625","0.9512","583","0.948","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","English Learners","English Learners","70","0.9348","62","0.9498","80","0.9544","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","Race/Ethnicity","All other races","475","0.9531","460","0.9809","464","0.9602","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","Race/Ethnicity","Black or African American","241","0.9259","230","0.9468","231","0.9562","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","Race/Ethnicity","Hispanic/Latino of any race","455","0.9302","438","0.9623","381","0.9508","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","Race/Ethnicity","White","2904","0.9446","2876","0.9766","2959","0.9575","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","High Needs","Students Without High Needs","2982","0.9501","2881","0.9803","2964","0.9599","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1280011","Simsbury School District","High Needs","Students With High Needs","1045","0.9227","1071","0.9567","1071","0.9494","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District",,"All Students","1318","0.9475","1295","0.9554","1318","0.955","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District","Students With Disabilities","Students With Disabilities","201","0.9307","199","0.936","201","0.942","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","68","0.9292","68","0.9253","153","0.9358","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District","Race/Ethnicity","All other races","42","0.9458","42","0.9536","40","0.9496","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District","Race/Ethnicity","Black or African American","30","0.9259","38","0.9215","40","0.9475","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District","Race/Ethnicity","Hispanic/Latino of any race","66","0.9328","60","0.9334","65","0.9508","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District","Race/Ethnicity","White","1180","0.949","1155","0.9577","1173","0.9557","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District","High Needs","Students Without High Needs","1057","0.9516","1034","0.9598","1017","0.959","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1290011","Somers School District","High Needs","Students With High Needs","249","0.9319","241","0.9374","301","0.9416","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District",,"All Students","6162","0.9425","6113","0.9515","6235","0.9527","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","Students With Disabilities","Students With Disabilities","919","0.9145","874","0.9199","920","0.9301","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","Free/Reduced Lunch","Free Meal Eligible","1116","0.9114","1130","0.9156","1167","0.9299","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","Free/Reduced Lunch","Reduced Price Meal Eligible","297","0.9359","321","0.9459","270","0.9463","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","1413","0.9165","1451","0.9224","1437","0.933","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","English Learners","English Learners","146","0.9323","142","0.9354","135","0.9497","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","Race/Ethnicity","All other races","561","0.9453","515","0.9533","514","0.9538","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","Race/Ethnicity","Black or African American","147","0.9346","157","0.9424","150","0.9622","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","Race/Ethnicity","Hispanic/Latino of any race","691","0.9221","654","0.9197","620","0.9396","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","Race/Ethnicity","White","4763","0.9454","4787","0.9559","4951","0.9539","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","High Needs","Students Without High Needs","4115","0.9539","4051","0.9636","4186","0.9607","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1310011","Southington School District","High Needs","Students With High Needs","2015","0.9195","2021","0.9273","2049","0.936","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District",,"All Students","4712","0.9513","4569","0.9762","4510","0.9598","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","Students With Disabilities","Students With Disabilities","580","0.9271","589","0.9464","582","0.946","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","Free/Reduced Lunch","Free Meal Eligible","583","0.9258","619","0.9448","642","0.9405","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","Free/Reduced Lunch","Reduced Price Meal Eligible","197","0.9486","193","0.9661","151","0.9577","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","780","0.9315","812","0.9499","793","0.9438","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","English Learners","English Learners","353","0.9414","322","0.9751","324","0.9526","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","Race/Ethnicity","All other races","1636","0.9568","1482","0.9839","1387","0.9632","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","Race/Ethnicity","Black or African American","275","0.9354","276","0.9532","278","0.9497","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","Race/Ethnicity","Hispanic/Latino of any race","460","0.9387","436","0.9633","410","0.9523","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","Race/Ethnicity","White","2341","0.9518","2375","0.9764","2435","0.9602","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","High Needs","Students Without High Needs","3241","0.9584","3112","0.9843","3125","0.9645","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1320011","South Windsor School District","High Needs","Students With High Needs","1412","0.9351","1422","0.9581","1385","0.9489","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1330011","Sprague School District",,"All Students","244","0.9065","246","0.9169","257","0.9446","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1330011","Sprague School District","Students With Disabilities","Students With Disabilities","37","0.8961","41","0.8989","49","0.9193","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1330011","Sprague School District","Free/Reduced Lunch","Free Meal Eligible","131","0.9032","129","0.8879","129","0.9369","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1330011","Sprague School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","143","0.9032","163","0.8988","163","0.9412","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1330011","Sprague School District","Race/Ethnicity","All other races","41","0.9184","38","0.925",,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1330011","Sprague School District","Race/Ethnicity","White","160","0.903","160","0.9267","177","0.942","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1330011","Sprague School District","High Needs","Students Without High Needs","76","0.9165","62","0.9608","74","0.9623","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1330011","Sprague School District","High Needs","Students With High Needs","158","0.9027","175","0.9016","183","0.9371","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District",,"All Students","1306","0.9248","1359","0.9506","1371","0.9482","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District","Students With Disabilities","Students With Disabilities","213","0.8976","207","0.9191","218","0.9388","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District","Free/Reduced Lunch","Free Meal Eligible","328","0.9059","418","0.9231","466","0.9348","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District","Free/Reduced Lunch","Reduced Price Meal Eligible","67","0.8979","138","0.946","121","0.9527","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","395","0.9046","556","0.9288","587","0.9385","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District","Race/Ethnicity","Hispanic/Latino of any race","130","0.9175","108","0.9387","109","0.9376","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District","Race/Ethnicity","White","1102","0.9257","1176","0.9513","1183","0.9495","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District","High Needs","Students Without High Needs","758","0.9373","688","0.9686","692","0.9559","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1340011","Stafford School District","High Needs","Students With High Needs","527","0.9073","646","0.9315","679","0.9401","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1350011","Stamford School District",,"All Students","15977","0.9155","15821","0.9386","16311","0.9469","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1350011","Stamford School District","Homelessness","Students Experiencing Homelessness","60","0.8371","27","0.839","75","0.8648","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1350011","Stamford School District","Students With Disabilities","Students With Disabilities","2262","0.8896","2144","0.9096","2344","0.9293","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1350011","Stamford School District","Free/Reduced Lunch","Free Meal Eligible","7079","0.9027","7484","0.9205","8008","0.9401","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1350011","Stamford School District","Free/Reduced Lunch","Reduced Price Meal Eligible","1386","0.9274","1535","0.941","1620","0.9503","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1350011","Stamford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","8465","0.9068","9019","0.924","9628","0.9418","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1350011","Stamford School District","English Learners","English Learners","2050","0.8845","1997","0.8917","2444","0.934","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1350011","Stamford School District","Race/Ethnicity","All other races","1614","0.9279","1676","0.9569","1736","0.9457","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
